question,contexts,ground_truth,evolution_type,episode_done,model,chunks_provided,answer,file_names,headings,run_time,chunks
What role does the improved representation of topography play in the accuracy of the CPM model for predicting snowfall and lying snow in Scotland?,"['chunk: •  Both models represent the spatial variability well across the UK in winter  (i.e. greater snowfall in northern and highland areas). •  The winter-to-winter temporal variability in falling snow is better represented in the RCM. •  The winter-to-winter temporal variability in lying snow is better represented in the CPM. The differences between the RCM and CPM are mainly due to the differences in the way the models simulate  snowfall and the improved representation of topography in the CPM (see Kendon et al, 2019a, Section 3.5  for further details). In the updated Local 2.2km projections (released July 2021), there is a much improved  representation of snowfall and lying snow at the surface compared to the original Local 2.2km projections  (released September 2019). In general this leads to greater consistency between the CPM and RCM. The updated Local (2.2km) model produces more snowfall over the Scottish mountains and less in the  vicinity of the northwest coastline of Scotland compared to the RCM. There is also more lying snow over high  ground in Scotland in the CPM. These differences are likely explained by the higher resolution of the CPM  leading to a better representation of mountains, and the ability of the CPM to better represent the  movement of convective showers inland. Therefore, the Local (2.2km) projections provide the best  information available on snow in the UKCP suite of products, due to the better representation of topography  and wintertime convective showers. What do you need to be aware of? This factsheet details the biases in the data, though direct comparison with observations is difficult. Users  should be aware that both the Regional (12km) and Local (2.2km) projections underestimate uncertainties,  as they only downscale versions of the Met Office Hadley Centre model. Although the local projections can provide information on small-scale weather events in the future, they  should not be confused with an operational weather forecast, which provides information on weather that is  likely to be experienced in the next few days. Instead the local projections provide a set of plausible projections  of climate change for the UK, if we follow a high emission scenario (i.e. RCP8.5). In particular, they provide  information on the local effects of changes in the types of weather that may be experienced in the future.  The local projections sample a narrower range of potential future outcomes than the full set of global  projections. In particular, the regional climate models only downscale 12 members of the PPE-15 (and are in  turn downscaled using the CPM) and none of the CMIP5-13. If you would like to explore other potential  futures, consider using the EURO-CORDEX multi-model regional climate model simulations   (see  www.euro-cordex.net ).  Source: Met Office © Crown Copyright 2021 www.metoffice.gov.uk Pg 5 of 7']","The improved representation of topography in the CPM leads to a better representation of mountains, and the ability of the CPM to better represent the movement of convective showers inland, which likely explains the differences in snowfall and lying snow over high ground in Scotland.",simple,True,gpt-4-turbo,sections,,,,,
"""What are the flooding risks associated with different types of precipitation events?""","['chunk: Precipitation, both rainfall and snowfall, can cause significant societal and economic impacts on various  timescales. Short, intense rainfall events (e.g. thunderstorms) can lead to pluvial or surface flooding as surface run-off  inundates small catchments and the urban landscape. Prolonged periods of excessive precipitation  saturates soil, increasing the risk of fluvial or river flooding. Above average precipitation for long periods can  ultimately lead to a raised water table, which can result in groundwater flooding in areas where the  geological characteristics are favourable. In the UK and Europe, flooding is one of the most economically  and socially disruptive natural hazards with impacts on transport, infrastructure and energy supply. Information on precipitation variability and future change is also critically important in water resource  management. Changes in precipitation patterns in the future – increases or decreases in totals on seasonal  or multi-year timescales – have implications for major investment and planning decisions made by UK public  and private sector organisations. Long periods of low rainfall, especially when combined with above average  temperatures, can result in drought-like conditions with implications for water supply and agriculture.  Source: Met Office © Crown Copyright 2019 www.metoffice.gov.uk Pg 4 of 8']","Short, intense rainfall events can lead to pluvial or surface flooding. Prolonged periods of excessive precipitation increase the risk of fluvial or river flooding. Above average precipitation for long periods can result in groundwater flooding in areas with favorable geological characteristics.",simple,True,gpt-4-turbo,sections,,,,,
What are probabilistic projections as described in the UKCP09 component?,"['chunk: The UKCP18 land projections have been designed to replace the previous UKCP09 scenarios (Jenkins et al.,  2009), taking into account subsequent feedback from users and developments in modelling capability. The  new projections consist of three Strands, described in detail in sections 2-4. The Strands are built to serve  types of user requirement that are related, but also somewhat distinct, and each Strand uses different  climate modelling inputs. For some applications it may be appropriate to consider combining information  from two or more Strands to obtain the most comprehensive advice (section 5.2). The Strands include some  inter-dependencies in their designs, to help with this. Below, we discuss how developments since UKCP09  have informed the content of UKCP18, and introduce the three Strands. We describe and evaluate their  underpinning projection systems in more detail in sections 2-4, and compare their future projections in  section 5. This includes discussion of how the resu lts should be interpreted and used, taking into  consideration the nature of the products and the degree of consistency between their results. A summary is  provided in section 6.   1.1. Recap of UKCP09 The centrepiece of the UKCP09 land component was a set of probabilistic projections (Murphy et al., 2009).  These expressed a broad range of plausible outcomes for UK climate during the 21 st  century, for a set of key  climate variables. They were provided for three future emissions pathways (the B1, A1B and A1FI scenarios  of Nakicenovic and Swart (2000), labelled “low”, “medium” and “high”), for a national 25km grid and two  sets of aggregated regions. The probabilistic projections were presented as 30-year monthly, seasonal and  annual average changes, expressed relative to a 1961-1990 baseline. They represented known  uncertainties (due to internal climate variability and the modelling of key Earth system processes),  consistent with available climate model simulations and the knowledge contained within them. The  projections were constructed from several ensembles of variants of a single climate model (HadCM3),  representing modelling uncertainties by perturbing model parameters  within expert-specified ranges. These  perturbed parameter ensembles (PPEs) were combined with results from the Coupled Model  Intercomparison Project Phase 3 (CMIP3) ensemble of international global climate models (GCMs), and a  set of observational metrics of historical model performance (Sexton et al., 2012; Harris et al., 2013). A  weather generator (Jones et al., 2010) was also provided. This was driven by change factors sampled from  the projections in order to assess localised impacts and risks in many applications. The UKCP09 projections  were the first UK scenarios to include intrinsic, quantitative estimates of uncertainty. They formed a major  component of the evidence bases for the first and second national climate change risk assessments  (CCRA), published in 2012 ( https://www.gov.uk/government/publications/uk-climate-change-risk- assessment-government-report ) and 2017 (CCRA2, see  https://www.theccc.org.uk/tackling-climate- change/preparing-for-climate-change/uk-climate-change-risk-assessment-2017/ ).  Source: Met Office © Crown Copyright 2018 www.metoffice.gov.uk Pg 3 of 191']","Probabilistic projections in the UKCP09 component are a set of projections that express a broad range of plausible outcomes for UK climate during the 21st century, for a set of key climate variables. They are presented as 30-year monthly, seasonal, and annual average changes, expressed relative to a 1961-1990 baseline. These projections represent known uncertainties due to internal climate variability and the modelling of key Earth system processes, and are constructed from several ensembles of variants of a single climate model (HadCM3), representing modelling uncertainties by perturbing model parameters within expert-specified ranges.",simple,True,gpt-4-turbo,sections,,,,,
What are the advantages of using Local (2.2km) projections for climate change information?,"['chunk: The new Local (2.2km) provides the most physically realistic projections of extremes in local areas for  the coming decades and gives access to sub-daily information.  But, like the Regional (12km), Local (2.2km)  projections span a narrower range of uncertainty compared to the Global (60km) projections. Therefore, we  advise using the Local (2.2km) projections in parallel with other products in the UKCP18 toolkit. 1.8 The new UKCP Local (2.2km) provides, for the first time, national climate change information on a  similar resolution to that of current operational weather forecast models.  Local (2.2km) allows us to  simulate better the type of small-scale behaviour seen in the real atmosphere, including atmospheric  convection 2 , as well as the influence of mountains, coastlines and urban areas. Locally relevant information  can help to inform decision-making on future climate change, to enhance resilience, and adds further  capability to the UKCP18 suite of climate projection tools. 1.9 The new Local (2.2km) projections provide output at hourly scales which is needed for some user  applications, better informing future risk assessments.  Local (2.2km) provides data at kilometre and  hourly scales that can be directly fed into impact models and local decision-making tools. For example,  hourly rainfall data can be used to inform future changes in surface water flood risk for urban flood  management schemes and contingency planners. Data on future extreme heat can be used for decision- making around key infrastructure including bridges, trainlines and thermal performance of buildings. 1.10 Climate science is continually advancing.  We can expect new results to emerge during the coming years  from observations, and from new generations of global, regional and local climate models.  The products  and services will therefore continue to be developed over the coming months and years, informed by  further user input as well as developments in modelling capability. 2  Motion caused by the tendency of hotter, less dense fluid (liquid or gas) to rise, and cooler, more dense fluid to sink, under the influence of gravity.  In the atmosphere, convection leads to vertical transfer of heat and moisture, driving the development of showers and thunderstorms.  Source: Met Office © Crown Copyright 2021 www.metoffice.gov.uk Pg 5 of 12']","The advantages of using Local (2.2km) projections for climate change information include providing the most physically realistic projections of extremes in local areas, access to sub-daily information, better simulation of small-scale behavior seen in the real atmosphere, influence of mountains, coastlines, and urban areas, and providing data at kilometre and hourly scales that can be directly fed into impact models and local decision-making tools. Additionally, it helps inform decision-making on future climate change, enhances resilience, and adds further capability to the UKCP18 suite of climate projection tools.",simple,True,gpt-4-turbo,sections,,,,,
What role does the improved representation of topography play in the accuracy of the CPM model for predicting snowfall and lying snow in Scotland?,"['chunk: •  Both models represent the spatial variability well across the UK in winter  (i.e. greater snowfall in northern and highland areas). •  The winter-to-winter temporal variability in falling snow is better represented in the RCM. •  The winter-to-winter temporal variability in lying snow is better represented in the CPM. The differences between the RCM and CPM are mainly due to the differences in the way the models simulate  snowfall and the improved representation of topography in the CPM (see Kendon et al, 2019a, Section 3.5  for further details). In the updated Local 2.2km projections (released July 2021), there is a much improved  representation of snowfall and lying snow at the surface compared to the original Local 2.2km projections  (released September 2019). In general this leads to greater consistency between the CPM and RCM. The updated Local (2.2km) model produces more snowfall over the Scottish mountains and less in the  vicinity of the northwest coastline of Scotland compared to the RCM. There is also more lying snow over high  ground in Scotland in the CPM. These differences are likely explained by the higher resolution of the CPM  leading to a better representation of mountains, and the ability of the CPM to better represent the  movement of convective showers inland. Therefore, the Local (2.2km) projections provide the best  information available on snow in the UKCP suite of products, due to the better representation of topography  and wintertime convective showers. What do you need to be aware of? This factsheet details the biases in the data, though direct comparison with observations is difficult. Users  should be aware that both the Regional (12km) and Local (2.2km) projections underestimate uncertainties,  as they only downscale versions of the Met Office Hadley Centre model. Although the local projections can provide information on small-scale weather events in the future, they  should not be confused with an operational weather forecast, which provides information on weather that is  likely to be experienced in the next few days. Instead the local projections provide a set of plausible projections  of climate change for the UK, if we follow a high emission scenario (i.e. RCP8.5). In particular, they provide  information on the local effects of changes in the types of weather that may be experienced in the future.  The local projections sample a narrower range of potential future outcomes than the full set of global  projections. In particular, the regional climate models only downscale 12 members of the PPE-15 (and are in  turn downscaled using the CPM) and none of the CMIP5-13. If you would like to explore other potential  futures, consider using the EURO-CORDEX multi-model regional climate model simulations   (see  www.euro-cordex.net ).  Source: Met Office © Crown Copyright 2021 www.metoffice.gov.uk Pg 5 of 7']","The improved representation of topography in the CPM leads to a better representation of mountains, and the ability of the CPM to better represent the movement of convective showers inland, which likely explains the differences in snowfall and lying snow over high ground in Scotland.",simple,True,gpt-4-turbo,sections,,,,,
What does the analysis of jet stream strength and latitude reveal about its future changes according to the UKCP Global projections?,"['chunk: How does the strength and position location of the jet stream change in  projections of future climate? The projections show some degree of a shift towards more northern positions of the jet stream during the  Autumn (SON) and Summer (JJA) seasons (Figure 3). Figure 3  Projected changes in jet stream latitude and strength indices in the ensemble mean of the UKCP Global projections – changes are  calculated between 1971-2010 and 2061-2100 under RCP 8.5. Also shown are ‘present-day’ frequencies of jet stream strength and latitude for  the reference period 1970-2010 in ERA-Interim re-analysis (quasi-observations) 1 . PPE-15 refers to the 15 variants of the Met Office Hadley  Centre’s model, and CMIP5-13 refers to the 13 models from other modelling centres around the world from the Coupled Model Inter-comparison  Project 5. Results are shown for winter (December, January February), spring (March, April, May), summer (June, July, August) and autumn  (September, October, November). What jet stream data are available? Daily values of jet stream latitude (i.e. its location) and jet stream strength (i.e. wind speed) are available for  UKCP Global under the RCP 8.5 emissions scenario for the period December 1899 to November 2099 from  the  CEDA Archive . The jet stream indices are not available for ensemble members 17 and 18. The indices are calculated first by smoothing the tropospheric (850 hPa) zonal wind speed in the North  Atlantic sector (0–60°W, 15-75°N) using a 5-day moving window. The location and magnitude of the  maximum value in this smoothed daily field indicate the latitude and strength of the jet stream respectively.  Further details can be found in  Woollings et al. (2010) .  Source: Met Office © Crown Copyright 2020 www.metoffice.gov.uk Pg 4 of 5']",The analysis reveals that there is a projected shift towards more northern positions of the jet stream during the Autumn and Summer seasons according to the UKCP Global projections.,simple,True,gpt-4-turbo,sections,,,,,
What are the known biases in heavy precipitation events as described in the CPM and RCM models?,"['chunk: Precipitation Winter mean  precipitation ✓  Reduced wet bias in  CPM. +   Substantially greater  increase in CPM Improved representation of daily precipitation  occurrence in explicit convection model, with greater  increase in precipitation occurrence in the future.  Large-scale processes common to both models also  driving increases in mean precipitation. ✓  Increased confidence in CPM projections due to  improved representation of daily variability, but  more work needed to understand present-day biases  and the relevance of these for future changes. Summer mean  precipitation ✓   Reduced wet bias in  CPM, except in S. ~   Similar decreases in  mean +   Enhanced changes in  underlying frequency and  intensity in CPM -   Similar changes in mean precipitation. Improved representation of daily rainfall occurrence  in CPM, linked to better representation of convective  processes, so increased confidence in CPM  projections of changes in frequency/intensity  components. Heavy daily events  in winter ✓   Improved biases over  mountains in CPM (where  RCM underestimates  heavy events). ~   Similar increases in  intensity of heavy events. -   Higher resolution and explicit convection in CPM  improves precipitation intensity, especially over  mountains. However future changes in daily  precipitation intensity are driven by large-scale  changes captured by both models. Heavy daily events  in summer ~   CPM overestimates and  RCM underestimates  intensity of heavy events +   Greater tendency for  increase in summertime  rainfall intensity in CPM CPMs give better representation of convection, but  tendency for heavy events to be too intense is known  bias in CPMs due to convection not being fully  resolved. RCM tends to underestimate heavy events  due to deficiencies in convection parameterisation. ✓   CPM better represents convective processes, but  further research is needed to establish the  importance of known biases in the heaviest events  for future projections. Hourly precipitation  variability (all seasons) ✓   RCM rainfall is too  frequent and low intensity,  with biases improved in  CPM. ✓   CPM better captures  afternoon peak in  convection. Improved representation of hourly rainfall  characteristics in explicit convection model;  although convection not fully resolved resulting in  heaviest events being too intense. ✓   Improved realism of hourly rainfall in the CPM  gives us greater confidence in CPM changes. RCM  projections of hourly precipitation change  considered unreliable. +   Enhanced changes in  hourly rainfall occurrence  in CPM +  Greater increase in  summer rainfall intensity  in CPM ~  Similar increase in  intensity in winter and  autumn ~   Similar increases in 2yr  return level -  Smaller increases in  CPM for 10yr (and longer)  return level in autumn and  winter Hourly precipitation  extremes (all seasons) ~   CPM overestimates the  intensity of hourly  extremes, but better  represents the rate at  which extremes increase  with increasing return  period. Convection-parameterised model underestimates  intensity of moderate extremes, and has unphysical  grid point storms leading to high values >100mm/h  in the far extreme tail. Explicit convection gives  more realistic extremes, but overestimates intensity  due to convection not being fully resolved. ✓   CPM projections plausible, but further work  needed to understand the importance of known  biases for future projections. RCM projections for  hourly precipitation extremes considered unreliable. Table B  Summary of present-day biases and future changes in CPM-12 compared to RCM-PPE, and our understanding of the model differences  (after Table 5.1 in Kendon et al, 2019).  Source: Met Office © Crown Copyright 2019 www.metoffice.gov.uk Pg 18 of 21']","CPMs tend to overestimate the intensity of heavy events due to convection not being fully resolved, while RCMs tend to underestimate heavy events due to deficiencies in convection parameterisation.",simple,True,gpt-4-turbo,sections,,,,,
What are the significant updates in projection values for sea level rise in UK cities according to UKCP18?,"['chunk: As expected, based on section 3, the updated UKCP18 projections typically result in a + 0.01 m (or 1 cm)  increase in both the lower and upper values of the projected ranges at 2100 (Table 1). Since the projection  values beyond 2100 are only reported to the nearest 0.1 m (or 10 cm), this only affects the headline  projection ranges in three cases when the small difference results in a round-up instead of a round-down  (Edinburgh at 2200 under RCP2.6, London and Belfast at 2200 under RCP4.5, Table 1). RCP2.6 RCP4.5 RCP8.5 2100* 2100 2200 2300 2100* 2100 2200 2300 2100* 2100 2200 2300 London  (original) 0.29  – 0.70 0.29  – 0.71 0.5   –  1.5  0.6   –  2.2  0.37  – 0.83 0.35  – 0.82  0.6   –  1.8  0.8   –  2.6  0.53  – 1.15 0.51  – 1.11 1.1   –  2.8  1.5   –  4.3  London  (update) 0.30  – 0.71 0.30  – 0.72 0.5   –  1.5 0.6   –  2.2  0.38  – 0.84 0.36  – 0.84  0.7   –  1.8  0.8   –  2.6  0.54  – 1.16 0.52  – 1.13 1.1   –  2.8  1.5   –  4.3  Cardiff  (original) 0.27  – 0.69 0.27  – 0.70  0.4   –  1.5  0.5   –  2.2  0.35  – 0.81 0.34  – 0.81  0.6   –  1.8  0.8   –  2.6  0.51  – 1.13 0.49  – 1.10  1.1   –  2.8  1.4   –  4.2  Cardiff  (update) 0.28  – 0.70 0.28  – 0.71 0.4   –  1.5  0.5   –  2.2  0.36  – 0.83 0.34  – 0.82 0.6   –  1.8  0.8   –  2.6  0.52  – 1.14  0.50  – 1.11 1.1   –  2.8  1.4   –  4.2  Edinburgh  (original) 0.08  –  0.49 0.08  – 0.50  0.0   –  1.1  0.0   –  1.6  0.15  – 0.61 0.13  – 0.60  0.2   –  1.4  0.2   –  2.0  0.30  – 0.90 0.27  – 0.87 0.6   –  2.3  0.7   –  3.5  Edinburgh  (update) 0.09  – 0.50 0.08  – 0.51 0.1   –  1.1 0.0   –  1.6  0.16  – 0.62 0.14  – 0.61  0.2   –  1.4  0.2   –  2.0  0.30  – 0.91  0.28  – 0.88  0.6   –  2.3  0.7   –  3.5  Belfast  (original) 0.11  – 0.52  0.11  – 0.53 0.1   –  1.2  0.0   –  1.7  0.18  – 0.64 0.17  – 0.64  0.3   –  1.4  0.3   –  2.1  0.33  – 0.94 0.31  – 0.91  0.7   –  2.4  0.8   –  3.6  Belfast  (update) 0.12  – 0.53']","The significant updates in projection values for sea level rise in UK cities according to UKCP18 include a 0.01 m increase in both the lower and upper values of the projected ranges at 2100 for Edinburgh, London, and Belfast. Additionally, this small difference results in a round-up instead of a round-down in some cases at 2200 under certain RCP scenarios.",simple,True,gpt-4-turbo,sections,,,,,
What is the purpose of the Bristol climate change factsheets produced by the Bristol City Council?,"['chunk: Authors:  Rebecca Parfitt 1 , Natalie Garrett 1 , Nicola Golding 1 , Claire Scannell 1   and Lucy Vilarkin 2 1. Met Office, Exeter; 2. Sustainability Project Manager, Bristol City Council Year of Production:  2020 Target Audience:  City Councillors, City Planners, General Public Executive Summary • Three non-technical factsheets were produced to explain how  the climate of Bristol has changed and will continue to change  in the 21 st   Century.   • A wide-ranging approach was taken looking at changes in  seasonal temperature, precipitation and annual sea level  changes.  • The Factsheets provide local detail on these messages across  the 21 st   Century.  Introduction Bristol City Council needed an overview of Bristol’s past and future climate that could build a foundation of collective understanding within the council. The factsheets were then used to engage with a range of stakeholders to inform conversations and decision-making around planning and resilience/climate strategies. Three Factsheets were produced using historical weather data for Bristol and the UKCP Probabilistic Projections to investigate future changes in the climate of Bristol. Due to its coastal location, the UKCP Marine projections were also included. The Factsheets were funded as part of the UK Government Strategic Priorities Fund programme on UK Climate Resilience . The Factsheets Bristol Climate Change: The Science  highlights the different factors influencing the weather of Bristol, for example both wind and rain are dominated by the interaction between the weather and the local landscape (Exmoor, the Welsh Mountains and the Severn Estuary). Additionally, it displays the Bristol “Climate Stripes”, highlighting the change in annual temperature for Bristol between 1887 and 2018. Bristol Climate Change: The Results Explained Feedback The Factsheets have been well received by Bristol City Council and  have been used  to inform the Bristol City Council climate resilience strategy. The Factsheets have resonated with Bristolians due to the local focus of the information. They enabled an improved understanding of the impact of changes in the local climate providing the basis for the need to take action on climate change. The success of the Bristol City Council Factsheets has resulted in them being replicated in other cities. introduces the UKCP tools that are used to project future changes in Bristol’s climate. It describes the new emissions scenarios (representative concentration pathways), outlining their different projected changes in global temperature and setting this in the context of the 2015 Paris Agreement. Bristol Climate Change: UKCP Results  provides a UK climate overview followed by Bristol-specific future changes in summer, winter and annual air temperature; winter and summer precipitation and annual sea level changes for three periods, the 2030s, 2050s and 2080s.']","The purpose of the Bristol climate change factsheets produced by the Bristol City Council is to provide an overview of Bristol's past and future climate to build a foundation of collective understanding within the council, engage with stakeholders, and inform decision-making around planning and resilience/climate strategies.",simple,True,gpt-4-turbo,sections,,,,,
What impact does the Atlantic overturning circulation have on the climate model simulations according to the UKCP Global report?,"['chunk: Background:  UKCP Global (60 km) consisted of 28 realisations of climate variables for 1900-2100 as  simulated by 28 coupled ocean-atmosphere climate models. The 28 realisations consisted of 15 variants of  the HadGEM3-GC3.05 global climate model (GCM) developed at the Met Office Hadley Centre (MOHC)  and 13 other climate models from around the world. The UKCP18 Land Projections Report (Murphy et al.  2018) flagged that there was a potentially spurious change in global temperature in the first 40 years of the  historical simulation for member 01. This report investigates this further for all 15 MOHC model variants,  and provides some user guidance on the issue of model drifts (next page) followed by some technical detail  (sections 1-4). Key points are: •  Spurious long-term changes, or “drifts”, can occur in any GCM simulation, for reasons associated with the  experimental set up. Control GCM simulations, in which anthropogenic and natural external forcings are  held fixed at pre- or early- industrial values (we use 1900), are used to expose these drifts. A drift seen in  a control simulation will also affect GCM simulations where the anthropogenic forcing is varied, such as  the UKCP Global projections. •  In the 15 MOHC simulations, the largest drift occurs in temperature for the first 30 years of the  simulations, providing a spurious increase of 0.2 °C in that period. This drift comes mainly from the  Tropics and the Arctic. Most users only use data from a more recent period onwards, usually from 1961  or 1981, and this drift does not affect projected changes calculated this way. The user guidance provides  advice if data prior to 1940 is being used. •  After 1940, 13 of the 15 control GCM simulations are essentially steady in global mean temperature  with any drift being an order of magnitude smaller than the projected changes. We advise that there is  no need to adjust UKCP projections for these small drifts. This also applies to temperature and  precipitation in the UK from UKCP Global (60 km), UKCP Regional (12 km) and UKCP Local (2.2 km)  projections, as well as most worldwide regions in UKCP Global. An exception is that a few amongst the  13 members show temperature drifts around Antarctica. •  The two exceptions are members 11 and 12 (for which there are 60 km, 12 km, and 2.2 km versions),  which show steady weakening of the overturning circulation in the Atlantic Ocean. The user guidance  states that if both members 11 and 12 stand out from the other 13 members for a climate variable of  interest, then it is very likely related to the drift in the Atlantic Ocean and the two members should be  excluded from the user’s analysis. If, however, only one of these two members stands out then the  Atlantic drift could still be playing a role, but a user would be justified in including both these members.  However, both members are examples of an early collapse of the Atlantic overturning circulation, so  could be used to develop a storyline to cover this type of event.  •  The control simulations show that internal variability in the North Atlantic Oscillation and UK  temperature and precipitation varies across the 15 MOHC variants.  Source: Met Office © Crown Copyright 2020 www.metoffice.gov.uk Pg 3 of 20', 'chunk: The probabilistic, global and regional projections that comprise the UKCP18 land projections are derived  from climate models which approximate the real climate system. Hence there are systematic differences  between climate model results and observations (i.e. biases). In addition, climate models neglect unknown  effects of missing earth system processes. While the combined evidence of UKCP18 covers a broad range  of potential future climate pathways, it remains possible that observed future changes could lie outside the  envelope of these. Future generations of climate models will be developed that reflect improved scientific  capabilities and understanding, potentially leading to a requirement to update the UKCP18 projections  resulting in new, and potentially different, advice. The probabilistic projections  We have designed the probabilistic projections to provide the primary tool for assessments of the ranges of  uncertainties in UKCP18. For a given emissions scenario, they provide information on known uncertainties in  future climate changes. In particular, the aim is to represent uncertainties consistent with the knowledge  incorporated in existing ensembles of climate model projections, plus the effects of internal climate  variability. They are derived from a statistical framework that supports the formal application of  observational constraints and estimation of the relative likelihood of specific outcomes. However, we  emphasise that they are conditional on the knowledge, data, methods and subjective choices used to  construct them. As such, they should not be confused with (for example) probabilistic weather forecasts,  which can be assessed in a frequentist sense through repeated trial and verification (e.g. Hamill, 1997).  Other researchers could arrive at different results if  they made different choices. For a more detailed  discussion see Section 2.1 of the Land Projections Science Report, (Murphy et al, 2018). The probabilistic projections typically show broader ranges of outcomes than the global and regional  projections. This enables assessments across a larger set of climate futures than relying on a small set of  future outcomes, e.g. only using the climate models from the Climate Model Intercomparison Project  (CMIP5) that fed into the 5 th  Assessment Report from the Intergovernmental Panel on Climate Change.  The probabilistic format should not be misinterpreted as an indication of high confidence in the weight of  evidence behind specific outcomes. That is, future developments in our physical understanding of climate  change drivers and improvements in climate modelling capability could lead in the future to revised  projections giving different probabilities for changes in UK variables. The probabilistic projections should be  seen as a source of broad guidance that forms a useful starting point for risk assessments.  The global, regional, local and derived projections The global, regional and local projections provide flexible datasets derived directly from climate model  output. These have full spatial and temporal coherence and offer information on a wider set of variables  (that are physically consistent), metrics and time scales than is available from the probabilistic projections.  These projections provide storylines of climate futures that you can use to develop case studies, stress-test  your system and decision options. You can also use the global and regional projections to build confidence in  your use of the data, by providing opportunities to explain the future outcomes that they represent. For  example, the global model provides information on large-scale drivers that affect the patterns of weather  that we experience in the UK. Drivers include the Atlantic meridional overturning circulation, a large system  of ocean currents that carries warm water from the tropics northwards into the North Atlantic.   Source: Met Office © Crown Copyright 2018 www.metoffice.gov.uk Pg 5 of 20']","The Atlantic overturning circulation shows steady weakening in the climate model simulations, particularly noted in members 11 and 12. This weakening could influence the climate variable of interest and should be considered when these members stand out in the analysis.",simple,True,gpt-4-turbo,sections,,,,,
"""What are the advantages of using Local (2.2km) projections for climate change information?""","['chunk: The new Local (2.2km) provides the most physically realistic projections of extremes in local areas for  the coming decades and gives access to sub-daily information.  But, like the Regional (12km), Local (2.2km)  projections span a narrower range of uncertainty compared to the Global (60km) projections. Therefore, we  advise using the Local (2.2km) projections in parallel with other products in the UKCP18 toolkit. 1.8 The new UKCP Local (2.2km) provides, for the first time, national climate change information on a  similar resolution to that of current operational weather forecast models.  Local (2.2km) allows us to  simulate better the type of small-scale behaviour seen in the real atmosphere, including atmospheric  convection 2 , as well as the influence of mountains, coastlines and urban areas. Locally relevant information  can help to inform decision-making on future climate change, to enhance resilience, and adds further  capability to the UKCP18 suite of climate projection tools. 1.9 The new Local (2.2km) projections provide output at hourly scales which is needed for some user  applications, better informing future risk assessments.  Local (2.2km) provides data at kilometre and  hourly scales that can be directly fed into impact models and local decision-making tools. For example,  hourly rainfall data can be used to inform future changes in surface water flood risk for urban flood  management schemes and contingency planners. Data on future extreme heat can be used for decision- making around key infrastructure including bridges, trainlines and thermal performance of buildings. 1.10 Climate science is continually advancing.  We can expect new results to emerge during the coming years  from observations, and from new generations of global, regional and local climate models.  The products  and services will therefore continue to be developed over the coming months and years, informed by  further user input as well as developments in modelling capability. 2  Motion caused by the tendency of hotter, less dense fluid (liquid or gas) to rise, and cooler, more dense fluid to sink, under the influence of gravity.  In the atmosphere, convection leads to vertical transfer of heat and moisture, driving the development of showers and thunderstorms.  Source: Met Office © Crown Copyright 2021 www.metoffice.gov.uk Pg 5 of 12']","The advantages of using Local (2.2km) projections for climate change information include providing the most physically realistic projections of extremes in local areas, access to sub-daily information, better simulation of small-scale behavior seen in the real atmosphere, influence of mountains, coastlines, and urban areas, and providing data at kilometre and hourly scales that can be directly fed into impact models and local decision-making tools. This helps in informing decision-making on future climate change, enhancing resilience, and adding further capability to the UKCP18 suite of climate projection tools.",simple,True,gpt-4-turbo,sections,,,,,
